Inspecting Command,Inspecting Organization,Inspecting Organization Description,Inspected Command,Inspected Organization,Inspected Organization Description,Inspection Type,Inspection Name,Inspection Note,Start Inspection Date,End Inspection Date,Publish Date,Corrective Action Suspense Date,Deficiency Close Date,Deficiency Fix Rate (# of days),Deficiency Tracking Number,Deficiency Description,Functional Area,Impact,Deficiency Status,Item Category,Item Index and Item Name,Deficiency Severity,OPR,OCR,MAJCOM FAM OPR,HHQ,Repeat,Unit Identified,PFW&A,Reference,Countermeasure ECD,Countermeasure OPR,Countermeasure Status,Countermeasure Text,Assigned Root Cause (RC),Primary or Contributing RC?,RC Deficiency Code(s) (AFI 90-201)
AMW,129 RQW,163 RW,ANG,Unit 3,Unit 3,UEI,nulla justo aliquam quis turpis,cubilia curae duis faucibus accumsan odio curabitur convallis duis consequat dui nec nisi volutpat eleifend donec ut dolor,3/22/2014,9/9/2015,7/28/2015,4/27/2015,3/25/2015,619,237.120.59.132,"Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.",SG,tempor turpis nec euismod scelerisque quam turpis adipiscing lorem vitae mattis nibh ligula,Proposed,SUB-CATEGORY,1.3.4.2 Root Casue Name,Critcal,Jacqueline Martinez,Dorothy Parker,,FALSE,TRUE,FALSE,TRUE,926-03-8056,1/11/2015,Andrew Weaver,Not Started,interdum mauris non ligula pellentesque ultrices phasellus id sapien in sapien,in felis donec semper sapien a libero,Primary,LS4 Workforce effectiveness limited by existing human relations climate 
AETC,129 RQW,129 RQW,ANG,Unit 70,Unit 70,UEI,auctor sed tristique in,in felis donec semper sapien a libero nam dui proin leo,3/1/2014,6/2/2014,6/11/2015,5/5/2015,2/28/2015,278,43.161.255.110,Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.,SE,congue eget semper rutrum nulla nunc purus phasellus in felis donec semper sapien a libero nam dui,Proposed,SUB-CATEGORY,1.1.4.2 Root Casue Name,Critcal,Adam Cruz,Lois Holmes,,FALSE,TRUE,FALSE,FALSE,229-25-4029,8/28/2015,Maria Perkins,In Progress,sem duis aliquam convallis nunc proin at turpis a pede,nullam porttitor lacus at turpis,Primary,LS5 Physical working conditions not conducive to productivity 
AMW,195 W,163 RW,ANG,Unit 58,Unit 58,UEI,eleifend donec ut,velit vivamus vel nulla eget eros elementum pellentesque quisque porta volutpat erat,1/24/2014,2/13/2014,9/10/2014,3/11/2015,6/4/2015,265,211.114.254.102,"Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.",A2,in faucibus orci luctus et ultrices posuere cubilia curae duis faucibus,Open,SUB-CATEGORY,1.3.2.1 Root Casue Name,Critcal,Scott Taylor,Evelyn Owens,,FALSE,TRUE,FALSE,FALSE,628-06-5686,10/29/2015,Todd Johnston,In Progress,vivamus tortor duis mattis egestas metus aenean fermentum donec ut mauris eget massa,sed interdum venenatis turpis enim blandit,Primary,LS6 Ops Tempo/Workload 
AETC,144 FW,163 RW,ANG,Unit 18,Unit 18,UEI,metus aenean fermentum donec,ultrices vel augue vestibulum ante ipsum primis in faucibus orci luctus et,7/11/2015,9/6/2014,6/7/2015,1/16/2015,10/14/2015,591,51.173.50.82,Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.,A2,condimentum id luctus nec molestie sed justo pellentesque viverra pede ac,Proposed,SUB-CATEGORY,1.3.1.4 Root Casue Name,Critcal,Andrea Vasquez,Carol Stewart,,FALSE,FALSE,FALSE,FALSE,439-15-8076,4/21/2015,Rachel Romero,Complete,sed augue aliquam erat volutpat in congue etiam justo etiam pretium iaculis justo in,nulla ut erat id mauris vulputate elementum nullam,Contributing,LS7 Unit incorrectly prioritized available resources 
AETC,144 FW,129 RQW,ANG,Unit 26,Unit 26,UEI,donec posuere metus vitae,risus auctor sed tristique in tempus sit amet sem fusce consequat nulla nisl nunc nisl,12/8/2013,8/30/2015,2/22/2014,3/13/2015,11/18/2014,49,125.8.72.49,Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus.,A10,pharetra magna ac consequat metus sapien ut nunc vestibulum ante ipsum primis in faucibus,Closed,SUB-CATEGORY,1.1.3.1 Root Casue Name,Minor,Chris Bennett,Pamela Knight,,TRUE,FALSE,FALSE,FALSE,481-21-8749,1/13/2015,Frank Wagner,Complete,morbi non lectus aliquam sit amet diam in magna bibendum,nulla eget eros elementum pellentesque quisque porta,Contributing,LS8 Unit failed to adequately program resources 
ACC,163 RW,195 W,ANG,Unit 88,Unit 88,CCIP,phasellus sit amet,pede lobortis ligula sit amet eleifend pede libero quis orci nullam molestie nibh in lectus,12/12/2013,7/18/2015,6/20/2014,6/7/2015,11/9/2015,610,87.159.133.232,Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.,A2,vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae,Closed,SUB-CATEGORY,1.1.2.2 Root Casue Name,Minor,Sarah Greene,Jimmy Morris,,TRUE,TRUE,FALSE,TRUE,177-92-7833,11/26/2014,Ernest Henderson,Not Started,id mauris vulputate elementum nullam varius nulla facilisi cras non,amet eros suspendisse accumsan tortor quis,Primary,RS1 Program shortfall (Air Force level) 
AETC,195 W,129 RQW,ANG,Unit 89,Unit 89,UEI,lobortis est phasellus sit amet,nulla ac enim in tempor turpis nec euismod scelerisque quam turpis adipiscing lorem vitae,8/28/2015,9/14/2014,4/10/2014,12/7/2014,4/22/2015,434,134.46.120.245,"Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem.",A3,vivamus tortor duis mattis egestas metus aenean fermentum donec ut,Cancelled,SUB-CATEGORY,1.3.2.2 Root Casue Name,Significant,Laura Morgan,Gary Lawrence,,FALSE,TRUE,FALSE,TRUE,197-40-4985,12/23/2014,Christina Hawkins,Complete,dolor quis odio consequat varius integer ac leo pellentesque ultrices mattis odio donec vitae nisi nam,eget rutrum at lorem integer tincidunt ante vel,Primary,RS2 Program shortfall (MAJCOM level) 
AFSPC,195 W,144 FW,ANG,Unit 59,Unit 59,UEI,leo maecenas pulvinar,sit amet consectetuer adipiscing elit proin interdum mauris non ligula pellentesque ultrices phasellus id sapien,5/17/2015,12/27/2013,4/21/2015,6/30/2015,3/9/2015,369,9.115.122.241,"Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.",A4,pretium nisl ut volutpat sapien arcu sed augue aliquam erat volutpat in congue,Open,SUB-CATEGORY,1.4.2.1 Root Casue Name,Significant,Tammy Hernandez,Arthur Perkins,,TRUE,TRUE,FALSE,FALSE,565-26-1983,5/27/2015,Harold Perry,Not Started,mauris morbi non lectus aliquam sit amet diam in magna bibendum imperdiet nullam orci pede venenatis non,lorem quisque ut erat curabitur gravida nisi,Contributing,RS3 Program shortfall (wing/installation level) 
AETC,195 W,146 AMW,ANG,Unit 93,Unit 93,CCIP,cubilia curae donec,tincidunt eget tempus vel pede morbi porttitor lorem id ligula suspendisse ornare consequat lectus in,6/14/2015,9/8/2014,12/16/2014,8/1/2015,4/2/2015,256,169.128.194.255,Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus.,A3,etiam justo etiam pretium iaculis justo in hac habitasse platea dictumst etiam,Closed,SUB-CATEGORY,1.1.4.2 Root Casue Name,Minor,Jason Bailey,Matthew Lawrence,,TRUE,TRUE,TRUE,TRUE,603-31-3055,5/25/2015,Debra Morrison,In Progress,etiam justo etiam pretium iaculis justo in hac habitasse platea dictumst etiam faucibus cursus urna ut,convallis eget eleifend luctus ultricies,Contributing,RS4 Parent unit withheld funding 
AFSPC,129 RQW,129 RQW,ANG,Unit 27,Unit 27,UEI,in faucibus orci luctus,nullam orci pede venenatis non sodales sed tincidunt eu felis fusce posuere felis sed lacus morbi sem mauris,3/6/2014,2/18/2014,1/17/2015,4/28/2015,8/16/2015,528,135.133.194.23,"Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.",A4,in libero ut massa volutpat convallis morbi odio odio elementum eu interdum eu,Cancelled,SUB-CATEGORY,1.3.3.3 Root Casue Name,Minor,Charles Sanchez,Kelly Washington,,TRUE,FALSE,FALSE,TRUE,390-00-6505,10/11/2015,Richard Clark,Complete,ac leo pellentesque ultrices mattis odio donec vitae nisi nam ultrices libero non,nascetur ridiculus mus etiam vel,Contributing,RS5 Assigned personnel less than accepted CONUS/OCONUS manning averages 
AMW,195 W,195 W,ANG,Unit 9,Unit 9,UEI,tristique in tempus sit,ligula nec sem duis aliquam convallis nunc proin at turpis a pede posuere nonummy,3/26/2014,12/2/2014,10/4/2014,5/31/2015,3/14/2015,646,9.117.245.22,Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.,A9,lectus aliquam sit amet diam in magna bibendum imperdiet nullam orci pede venenatis non sodales sed tincidunt eu,Open,SUB-CATEGORY,1.1.4.4 Root Casue Name,Significant,Kathy Olson,Harold Williamson,,TRUE,TRUE,TRUE,FALSE,330-06-5931,6/17/2015,Angela Henry,In Progress,nisl ut volutpat sapien arcu sed augue aliquam erat volutpat in congue etiam justo etiam pretium,aenean fermentum donec ut mauris eget,Contributing,RS6 Insufficient personnel due to TDY/deployment 
AETC,146 AMW,146 AMW,ANG,Unit 49,Unit 49,UEI,in faucibus orci,platea dictumst morbi vestibulum velit id pretium iaculis diam erat fermentum justo nec condimentum neque,3/10/2014,6/18/2014,11/2/2015,8/22/2015,8/21/2015,369,163.182.75.73,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",A7,aliquam non mauris morbi non lectus aliquam sit amet diam in magna bibendum imperdiet,Implemented,SUB-CATEGORY,1.3.4.2 Root Casue Name,Significant,Mildred Palmer,Roger Butler,,TRUE,TRUE,TRUE,FALSE,104-07-2692,7/9/2015,Pamela Adams,In Progress,nam dui proin leo odio porttitor id consequat in consequat ut nulla sed accumsan,sed lacus morbi sem mauris laoreet ut rhoncus aliquet,Primary,RS7 Insufficient personnel due to medical profile 
AMW,146 AMW,129 RQW,ANG,Unit 65,Unit 65,CCIP,nam nulla integer,dolor vel est donec odio justo sollicitudin ut suscipit a feugiat et,9/15/2014,10/25/2014,10/12/2014,3/10/2015,10/29/2015,360,49.41.105.158,"Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius.",A7,mauris ullamcorper purus sit amet nulla quisque arcu libero rutrum ac lobortis vel dapibus,Cancelled,SUB-CATEGORY,1.1.3.4 Root Casue Name,Minor,Amy Murray,Carl Ramirez,,FALSE,FALSE,FALSE,TRUE,945-62-6370,5/21/2015,Annie Gomez,Complete,donec diam neque vestibulum eget vulputate ut ultrices vel augue vestibulum ante ipsum primis in faucibus,nisi nam ultrices libero non mattis pulvinar nulla pede,Contributing,RS8 Insufficient personnel due to validated installation augmentee requirements shortfall 
ACC,129 RQW,195 W,ANG,Unit 84,Unit 84,UEI,vestibulum sit amet cursus id,cras in purus eu magna vulputate luctus cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus vivamus,1/20/2014,11/30/2013,2/12/2014,6/18/2015,5/22/2015,436,93.208.179.104,Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem.,A10,id mauris vulputate elementum nullam varius nulla facilisi cras non velit nec nisi vulputate nonummy,Open,SUB-CATEGORY,1.1.4.4 Root Casue Name,Significant,Paula Henderson,Robin Carr,,TRUE,FALSE,TRUE,TRUE,352-89-6359,3/8/2015,Keith Brooks,In Progress,posuere cubilia curae duis faucibus accumsan odio curabitur convallis duis consequat dui nec nisi,quis orci nullam molestie nibh in lectus pellentesque at nulla,Contributing,RS9 Awaiting security clearance 
ACC,146 AMW,144 FW,ANG,Unit 29,Unit 29,UEI,turpis elementum ligula vehicula,nisl duis bibendum felis sed interdum venenatis turpis enim blandit mi,7/15/2015,12/15/2014,10/13/2015,1/10/2015,1/7/2015,30,90.176.101.30,Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus.,A8,justo sit amet sapien dignissim vestibulum vestibulum ante ipsum primis in faucibus orci,Cancelled,SUB-CATEGORY,1.4.3.1 Root Casue Name,Significant,Matthew Webb,Billy Sanders,,FALSE,TRUE,TRUE,FALSE,101-86-1752,6/9/2015,Jeffrey Martin,Not Started,eleifend donec ut dolor morbi vel lectus in quam fringilla rhoncus mauris enim leo rhoncus sed vestibulum sit amet cursus,odio consequat varius integer ac leo pellentesque ultrices,Primary,RS10 Awaiting resupply 
AMW,195 W,195 W,ANG,Unit 13,Unit 13,CCIP,integer tincidunt ante vel ipsum,tempor turpis nec euismod scelerisque quam turpis adipiscing lorem vitae,1/24/2015,2/28/2014,1/8/2014,10/12/2015,4/27/2015,576,129.156.103.52,Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.,A2,vel sem sed sagittis nam congue risus semper porta volutpat quam pede lobortis ligula sit amet eleifend pede libero,Cancelled,SUB-CATEGORY,1.3.4.2 Root Casue Name,Significant,Cheryl Dunn,Linda Gardner,,FALSE,FALSE,TRUE,TRUE,599-21-0157,3/21/2015,Rebecca Matthews,Not Started,tristique in tempus sit amet sem fusce consequat nulla nisl,tellus nisi eu orci mauris,Contributing,RS11 Not requisitioned 
ACC,195 W,144 FW,ANG,Unit 79,Unit 79,CCIP,lectus in quam,id sapien in sapien iaculis congue vivamus metus arcu adipiscing,7/2/2015,7/18/2015,4/20/2015,4/20/2015,10/11/2015,573,224.175.253.177,Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.,A5,maecenas leo odio condimentum id luctus nec molestie sed justo pellentesque viverra pede,Implemented,SUB-CATEGORY,1.4.3.4 Root Casue Name,Significant,Catherine Stewart,Karen Stanley,,TRUE,FALSE,TRUE,FALSE,445-12-3268,10/11/2015,James James,In Progress,quis tortor id nulla ultrices aliquet maecenas leo odio condimentum id luctus nec molestie sed justo pellentesque viverra pede ac,penatibus et magnis dis parturient montes nascetur ridiculus,Primary,RS12 Maintenance 
ACC,146 AMW,195 W,ANG,Unit 67,Unit 67,CCIP,vestibulum eget vulputate ut ultrices,et tempus semper est quam pharetra magna ac consequat metus sapien ut nunc vestibulum ante,3/11/2014,1/14/2014,1/6/2015,10/20/2015,1/16/2015,539,75.212.116.238,Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.,A1,cursus id turpis integer aliquet massa id lobortis convallis tortor risus dapibus augue vel accumsan tellus nisi eu orci mauris,Open,SUB-CATEGORY,1.4.1.3 Root Casue Name,Critcal,Jimmy Greene,Gary Montgomery,,FALSE,TRUE,FALSE,FALSE,273-75-4632,11/11/2015,Lori Sanders,In Progress,id justo sit amet sapien dignissim vestibulum vestibulum ante ipsum primis,at nulla suspendisse potenti cras in purus,Contributing,RS13 Deployed 
AETC,146 AMW,163 RW,ANG,Unit 77,Unit 77,UEI,vulputate ut ultrices,vestibulum proin eu mi nulla ac enim in tempor turpis nec euismod scelerisque quam turpis adipiscing lorem vitae mattis nibh,8/24/2015,3/23/2015,8/5/2014,1/14/2015,4/26/2015,385,122.230.40.242,Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat.,SG,cras mi pede malesuada in imperdiet et commodo vulputate justo,Pending,SUB-CATEGORY,1.1.2.1 Root Casue Name,Critcal,Beverly Peterson,Brenda Rice,,TRUE,TRUE,FALSE,FALSE,292-84-6776,3/20/2015,Keith Duncan,In Progress,nibh quisque id justo sit amet sapien dignissim vestibulum vestibulum ante ipsum primis,nisi at nibh in hac habitasse platea dictumst aliquam augue,Primary,RS14 Insufficient personnel due to PRP certification/requirements 
AETC,129 RQW,163 RW,ANG,Unit 97,Unit 97,UEI,dui vel nisl duis ac,donec posuere metus vitae ipsum aliquam non mauris morbi non lectus,11/3/2014,4/29/2015,5/9/2015,10/26/2015,12/10/2014,126,173.9.80.84,Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.,A6,eget orci vehicula condimentum curabitur in libero ut massa volutpat convallis morbi odio,Implemented,SUB-CATEGORY,1.4.3.2 Root Casue Name,Critcal,Roy Dean,Larry Robinson,,TRUE,TRUE,TRUE,TRUE,685-43-1248,8/8/2015,Christopher Harris,In Progress,vel ipsum praesent blandit lacinia erat vestibulum sed magna at nunc commodo placerat praesent blandit nam,maecenas rhoncus aliquam lacus morbi quis tortor id nulla,Contributing,SE1 Flight Safety Program management inadequate 
ACC,146 AMW,144 FW,ANG,Unit 77,Unit 77,UEI,tempor convallis nulla neque libero,volutpat sapien arcu sed augue aliquam erat volutpat in congue etiam justo etiam pretium iaculis,9/16/2015,10/19/2015,6/22/2015,6/26/2015,12/19/2014,338,143.101.159.201,"Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est.",A10,laoreet ut rhoncus aliquet pulvinar sed nisl nunc rhoncus dui vel sem sed,Implemented,SUB-CATEGORY,1.1.2.1 Root Casue Name,Critcal,Rose Cruz,Brian Marshall,,FALSE,FALSE,TRUE,TRUE,242-90-1349,7/16/2015,Judy Morales,Not Started,convallis tortor risus dapibus augue vel accumsan tellus nisi eu orci mauris lacinia sapien quis libero nullam sit,tellus nulla ut erat id,Contributing,SE2 Selected aspects of flight safety program not effectively implemented
AETC,144 FW,144 FW,ANG,Unit 69,Unit 69,CCIP,turpis elementum ligula,suspendisse accumsan tortor quis turpis sed ante vivamus tortor duis mattis,3/29/2015,5/22/2015,4/12/2015,1/6/2015,1/1/2015,67,206.247.116.104,"Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus.",A7,dui vel sem sed sagittis nam congue risus semper porta volutpat quam pede lobortis ligula,Cancelled,SUB-CATEGORY,1.2.4.4 Root Casue Name,Significant,Gloria Ross,Barbara Kelly,,FALSE,FALSE,TRUE,FALSE,291-28-9255,3/15/2015,Evelyn Matthews,Complete,a nibh in quis justo maecenas rhoncus aliquam lacus morbi,aliquet at feugiat non pretium quis lectus suspendisse potenti,Contributing,SE3 Flight Safety Supervisory support inadequate 
AETC,129 RQW,144 FW,ANG,Unit 75,Unit 75,UEI,quam pharetra magna ac,a libero nam dui proin leo odio porttitor id consequat in consequat ut,9/7/2014,12/12/2014,9/3/2014,7/22/2015,10/10/2015,389,110.94.227.34,Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.,A6,vitae nisi nam ultrices libero non mattis pulvinar nulla pede ullamcorper augue a suscipit nulla elit ac nulla sed vel,Cancelled,SUB-CATEGORY,1.3.3.2 Root Casue Name,Significant,Betty Gordon,Eugene White,,FALSE,FALSE,FALSE,FALSE,156-03-1516,12/28/2014,Sara Franklin,Complete,dignissim vestibulum vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere,at vulputate vitae nisl aenean lectus,Primary,SE4 Ground Safety Program management inadequate 
AETC,129 RQW,195 W,ANG,Unit 78,Unit 78,CCIP,ultrices vel augue vestibulum,commodo vulputate justo in blandit ultrices enim lorem ipsum dolor sit amet consectetuer adipiscing elit,11/30/2014,7/22/2014,3/26/2015,7/20/2015,4/9/2015,499,144.144.143.78,Phasellus in felis. Donec semper sapien a libero. Nam dui.,A3,eu tincidunt in leo maecenas pulvinar lobortis est phasellus sit amet,Pending,SUB-CATEGORY,1.3.1.1 Root Casue Name,Minor,Kenneth Grant,Thomas Dixon,,FALSE,FALSE,FALSE,TRUE,851-93-8895,6/15/2015,Juan Murphy,Not Started,aenean sit amet justo morbi ut odio cras mi pede malesuada in imperdiet et commodo,dictumst etiam faucibus cursus urna ut tellus nulla ut erat,Contributing,SE5 Selected aspects of ground safety program not effectively implemented
AFSPC,144 FW,146 AMW,ANG,Unit 71,Unit 71,UEI,praesent blandit lacinia,interdum in ante vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae,7/2/2015,6/4/2015,1/16/2015,3/17/2015,11/18/2014,402,58.117.40.29,Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris.,SG,orci luctus et ultrices posuere cubilia curae mauris viverra diam vitae quam suspendisse potenti,Pending,SUB-CATEGORY,1.4.4.2 Root Casue Name,Minor,Kimberly Collins,Debra Mills,,TRUE,FALSE,FALSE,FALSE,172-45-9778,11/4/2015,Benjamin Harvey,Not Started,urna ut tellus nulla ut erat id mauris vulputate elementum nullam varius nulla facilisi cras non,dui vel nisl duis ac nibh fusce lacus,Primary,SE6 Ground Safety Supervisory support inadequate 
